"Name","Year","Height","Weight","Lang_choice","English","Math","Language","History","Physics","Chemistry","Biology","Art"
"Student 5903",2015,171,93,"Hindi",79,68,67,76,81,70,83,85
"Student 5904",2015,171,88,"Hindi",67,92,78,66,59,81,74,85
"Student 5905",2015,179,81,"Hindi",73,60,53,82,99,85,58,49
"Student 5906",2015,166,72,"Hindi",65,43,72,50,47,63,78,64
"Student 5907",2015,170,78,"Hindi",71,69,79,75,97,76,75,57
"Student 5908",2015,166,78,"French",76,64,67,62,91,60,70,62
"Student 5909",2015,170,70,"Hindi",68,83,75,81,70,72,80,86
"Student 5910",2015,174,70,"French",72,79,89,54,96,86,76,66
"Student 5911",2015,169,67,"Spanish",62,54,68,71,66,56,79,61
"Student 5912",2015,165,72,"German",61,49,82,69,89,80,78,55
"Student 5913",2015,170,78,"French",69,69,78,59,80,79,68,46
"Student 5914",2015,171,61,"Hindi",85,90,72,78,72,75,57,40
"Student 5915",2015,166,72,"French",75,55,66,73,87,76,65,91
"Student 5916",2015,169,63,"Hindi",55,66,74,77,85,53,86,71
"Student 5917",2015,171,60,"Hindi",76,77,71,49,87,86,92,60
"Student 5918",2015,165,56,"German",68,76,81,62,82,74,68,83
"Student 5919",2015,167,63,"German",76,100,68,68,79,75,61,77
"Student 5920",2015,166,64,"German",67,37,68,77,80,87,91,46
"Student 5921",2015,170,71,"Hindi",73,70,70,55,48,76,71,49
"Student 5922",2015,169,64,"French",84,86,69,72,70,77,73,49
"Student 5923",2015,169,64,"German",59,92,71,68,93,70,57,55
"Student 5924",2015,167,63,"Hindi",69,55,72,92,78,65,66,69
"Student 5925",2015,179,72,"French",90,72,48,70,72,91,80,64
"Student 5926",2015,175,81,"Spanish",60,87,76,57,66,75,68,66
"Student 5927",2015,167,61,"German",77,72,75,68,53,65,76,51
"Student 5928",2015,180,86,"Spanish",67,50,69,79,95,76,63,57
"Student 5929",2015,166,65,"Hindi",42,92,66,64,74,77,76,54
"Student 5930",2015,179,85,"Hindi",63,90,59,78,68,85,82,52
"Student 5931",2015,174,71,"German",65,65,66,72,65,64,74,54
"Student 5932",2015,172,77,"Hindi",66,100,70,78,82,74,100,86
"Student 5933",2015,170,65,"German",62,45,64,74,74,63,75,73
"Student 5934",2015,169,62,"Spanish",79,78,62,51,96,66,76,48
"Student 5935",2015,174,60,"German",74,71,71,57,97,55,88,69
"Student 5936",2015,169,65,"German",72,100,65,62,83,75,74,62
"Student 5937",2015,173,75,"German",74,94,82,78,79,85,91,63
"Student 5938",2015,172,63,"Hindi",68,78,74,54,70,92,62,35
"Student 5939",2015,171,64,"German",62,73,63,56,74,81,71,72
"Student 5940",2015,171,69,"Hindi",60,60,56,67,81,69,72,60
"Student 5941",2015,175,77,"French",77,73,65,70,71,49,77,57
"Student 5942",2015,163,52,"Hindi",74,53,68,66,100,73,69,48
"Student 5943",2015,169,59,"Spanish",69,64,67,62,76,80,75,77
"Student 5944",2015,185,76,"French",65,57,63,52,58,69,64,40
"Student 5945",2015,169,71,"Hindi",69,61,64,74,69,80,69,67
"Student 5946",2015,164,58,"Spanish",91,84,71,74,78,78,78,63
"Student 5947",2015,175,73,"Hindi",62,66,78,78,63,74,69,45
"Student 5948",2015,167,76,"Hindi",71,100,73,62,67,81,87,65
"Student 5949",2015,175,87,"Spanish",74,63,62,59,58,80,77,77
"Student 5950",2015,172,68,"Spanish",69,88,73,82,77,81,87,56
"Student 5951",2015,169,59,"Hindi",82,76,63,72,79,85,85,63
"Student 5952",2015,173,72,"German",61,54,66,56,99,53,70,72
"Student 5953",2015,168,56,"Spanish",65,83,72,50,66,83,68,59
"Student 5954",2015,171,69,"German",58,74,79,64,94,79,87,68
"Student 5955",2015,176,113,"Spanish",65,61,78,67,74,47,72,72
"Student 5956",2015,173,76,"French",76,48,67,64,85,72,78,69
"Student 5957",2015,172,71,"Spanish",91,71,70,58,83,72,57,70
"Student 5958",2015,172,77,"French",60,67,61,77,95,69,85,75
"Student 5959",2015,174,78,"Hindi",76,99,77,73,68,72,84,80
"Student 5960",2015,176,76,"Spanish",63,67,57,72,80,63,71,83
"Student 5961",2015,164,82,"Hindi",79,68,52,68,77,94,64,49
"Student 5962",2015,172,71,"Hindi",80,85,81,81,81,66,76,88
"Student 5963",2015,158,56,"Spanish",71,84,62,63,76,68,80,61
"Student 5964",2015,175,77,"Spanish",75,63,75,58,80,95,68,77
"Student 5965",2015,172,66,"Hindi",69,87,82,52,55,76,63,51
"Student 5966",2015,179,78,"French",78,63,64,75,68,83,88,62
"Student 5967",2015,174,63,"German",69,47,72,58,76,94,94,94
"Student 5968",2015,176,85,"French",60,66,81,66,83,64,76,62
"Student 5969",2015,175,54,"French",77,50,68,49,75,78,95,65
"Student 5970",2015,166,69,"Hindi",75,83,71,70,77,80,93,55
"Student 5971",2015,175,64,"Spanish",62,96,76,65,77,78,82,34
"Student 5972",2015,172,70,"Hindi",66,75,78,62,94,68,76,48
"Student 5973",2015,174,61,"Spanish",75,66,64,77,65,54,86,58
"Student 5974",2015,169,61,"French",51,74,67,89,78,86,86,53
"Student 5975",2015,174,76,"Hindi",73,77,68,74,100,80,74,58
"Student 5976",2015,172,82,"Hindi",51,57,83,79,71,79,81,65
"Student 5977",2015,174,78,"German",57,80,79,78,60,85,70,81
"Student 5978",2015,179,88,"Spanish",66,78,76,49,100,82,81,46
"Student 5979",2015,181,77,"Hindi",64,94,67,59,90,85,76,62
"Student 5980",2015,174,74,"French",68,69,75,62,78,66,89,64
"Student 5981",2015,171,76,"Hindi",71,70,71,79,73,84,99,73
"Student 5982",2015,164,30,"French",69,53,76,55,90,51,79,71
"Student 5983",2015,169,74,"Hindi",65,83,73,68,85,71,85,51
"Student 5984",2015,174,71,"German",35,99,84,76,78,65,78,74
"Student 5985",2015,161,69,"German",65,72,74,65,88,77,76,77
"Student 5986",2015,171,45,"German",72,61,67,77,84,59,75,54
"Student 5987",2015,178,73,"German",88,47,64,61,77,53,79,60
"Student 5988",2015,167,77,"Hindi",57,74,64,64,85,66,66,72
"Student 5989",2015,178,90,"Hindi",70,81,73,59,79,79,68,86
"Student 5990",2015,169,75,"German",75,77,66,74,66,74,79,59
"Student 5991",2015,167,75,"Hindi",86,82,64,67,75,78,79,52
"Student 5992",2015,174,64,"Spanish",62,30,85,77,86,79,73,57
"Student 5993",2015,169,67,"German",68,84,76,72,72,65,63,84
"Student 5994",2015,176,74,"Hindi",73,70,80,82,86,71,61,73
"Student 5995",2015,174,71,"Hindi",74,86,62,77,77,61,70,94
"Student 5996",2015,175,67,"Hindi",86,50,62,67,70,79,77,79
"Student 5997",2015,176,80,"Spanish",68,82,69,57,51,76,49,94
"Student 5998",2015,170,64,"Hindi",63,96,59,81,81,60,75,46
"Student 5999",2015,170,84,"Spanish",42,68,72,63,79,84,85,74
"Student 6000",2015,170,81,"French",54,74,64,76,70,73,57,58
"Student 6001",2015,174,69,"French",64,63,69,92,82,81,80,59
"Student 6002",2015,173,89,"Hindi",77,61,79,67,65,79,69,42
"Student 6003",2016,176,68,"Spanish",65,57,74,62,75,71,79,74
"Student 6004",2016,176,88,"Hindi",85,83,68,89,86,77,82,46
"Student 6005",2016,180,104,"Hindi",88,68,67,81,76,76,73,61
"Student 6006",2016,179,78,"German",70,75,74,73,61,54,78,80
"Student 6007",2016,175,66,"German",64,100,73,66,52,95,72,86
"Student 6008",2016,174,86,"Hindi",61,84,72,59,73,61,98,31
"Student 6009",2016,164,69,"French",68,75,64,51,62,64,73,67
"Student 6010",2016,171,56,"French",67,67,76,87,68,69,68,59
"Student 6011",2016,171,63,"French",58,49,67,81,61,71,81,42
"Student 6012",2016,170,57,"French",59,75,73,67,87,90,80,65
"Student 6013",2016,171,69,"Hindi",75,78,68,61,91,66,89,63
"Student 6014",2016,175,84,"German",67,84,58,80,55,100,81,77
"Student 6015",2016,167,78,"Hindi",77,64,60,66,82,64,66,71
"Student 6016",2016,167,56,"German",91,60,88,63,78,74,74,48
"Student 6017",2016,176,62,"German",54,83,73,63,83,61,78,51
"Student 6018",2016,175,72,"French",90,64,72,63,66,84,57,36
"Student 6019",2016,176,79,"German",89,100,64,64,77,60,79,70
"Student 6020",2016,172,64,"Hindi",54,69,71,71,87,76,69,61
"Student 6021",2016,180,81,"German",75,63,68,56,80,74,66,69
"Student 6022",2016,173,67,"French",78,49,71,59,79,79,86,66
"Student 6023",2016,175,85,"French",64,86,70,61,89,81,73,67
"Student 6024",2016,174,63,"German",75,58,64,72,64,75,49,87
"Student 6025",2016,177,68,"German",78,54,61,83,100,100,84,55
"Student 6026",2016,170,75,"German",60,100,72,73,86,69,73,88
"Student 6027",2016,174,80,"German",68,52,62,66,55,76,80,61
"Student 6028",2016,178,76,"Hindi",64,72,70,64,75,80,74,76
"Student 6029",2016,174,84,"German",69,59,88,65,85,67,60,54
"Student 6030",2016,171,58,"Spanish",63,84,58,71,67,60,62,65
"Student 6031",2016,168,72,"French",67,69,78,75,70,83,69,65
"Student 6032",2016,173,72,"Spanish",52,55,74,78,72,67,82,66
"Student 6033",2016,170,68,"French",86,83,67,70,88,72,65,53
"Student 6034",2016,170,70,"Hindi",73,52,59,64,57,92,67,66
"Student 6035",2016,184,83,"German",62,61,59,68,86,70,66,73
"Student 6036",2016,178,84,"Hindi",50,63,57,67,89,68,81,87
"Student 6037",2016,171,74,"French",65,100,77,78,75,74,75,61
"Student 6038",2016,162,60,"Spanish",62,71,71,74,77,72,79,69
"Student 6039",2016,175,79,"French",70,67,84,70,66,76,80,83
"Student 6040",2016,165,53,"Spanish",63,42,61,85,60,62,78,76
"Student 6041",2016,174,69,"Hindi",74,74,72,66,56,73,90,54
"Student 6042",2016,168,65,"French",68,58,65,50,80,82,57,68
"Student 6043",2016,173,69,"German",76,52,64,70,86,94,79,74
"Student 6044",2016,171,70,"German",73,80,80,71,73,86,66,82
"Student 6045",2016,174,75,"German",66,57,67,66,50,72,86,80
"Student 6046",2016,164,60,"Hindi",67,60,49,74,90,87,78,56
"Student 6047",2016,172,78,"Hindi",75,98,55,73,80,85,64,69
"Student 6048",2016,172,90,"Hindi",75,74,80,54,79,85,58,57
"Student 6049",2016,174,76,"Hindi",81,61,73,81,76,81,89,46
"Student 6050",2016,168,83,"Hindi",79,68,61,65,75,82,94,51
"Student 6051",2016,170,72,"Spanish",48,97,80,86,71,63,77,71
"Student 6052",2016,168,66,"French",73,97,75,61,81,60,55,62
"Student 6053",2016,180,79,"Spanish",69,92,80,67,55,90,65,75
"Student 6054",2016,172,58,"German",73,67,82,76,84,77,79,71
"Student 6055",2016,167,77,"Spanish",85,62,69,52,84,69,76,49
"Student 6056",2016,171,104,"French",72,50,61,65,81,77,95,64
"Student 6057",2016,174,73,"French",63,91,73,70,64,65,75,31
"Student 6058",2016,170,67,"Spanish",69,89,79,57,75,68,81,65
"Student 6059",2016,163,46,"Spanish",82,73,57,67,82,60,87,44
"Student 6060",2016,167,67,"French",66,84,58,77,86,76,70,80
"Student 6061",2016,177,77,"Spanish",69,78,60,73,82,85,82,67
"Student 6062",2016,166,71,"Spanish",65,46,83,82,64,100,85,56
"Student 6063",2016,165,65,"French",47,82,71,56,58,78,86,51
"Student 6064",2016,166,77,"French",59,67,65,80,87,58,62,69
"Student 6065",2016,175,85,"German",57,100,65,61,81,81,71,77
"Student 6066",2016,171,73,"Hindi",61,63,70,66,50,80,70,76
"Student 6067",2016,173,91,"Spanish",71,58,82,80,86,73,92,80
"Student 6068",2016,166,73,"Hindi",68,72,79,73,69,93,55,81
"Student 6069",2016,172,67,"French",84,72,70,78,67,75,65,68
"Student 6070",2016,171,58,"Hindi",63,52,80,77,94,88,85,64
"Student 6071",2016,166,64,"Spanish",66,97,67,83,78,96,77,63
"Student 6072",2016,165,65,"German",69,43,63,79,83,73,72,48
"Student 6073",2016,173,76,"Hindi",72,100,70,87,73,68,91,73
"Student 6074",2016,174,68,"Hindi",70,50,59,66,64,89,54,68
"Student 6075",2016,168,71,"Spanish",61,64,61,84,84,56,76,49
"Student 6076",2016,180,72,"Hindi",79,57,65,45,67,97,81,59
"Student 6077",2016,178,71,"German",62,100,78,71,70,66,92,51
"Student 6078",2016,175,86,"Hindi",59,39,70,68,64,68,82,65
"Student 6079",2016,178,85,"Hindi",62,65,71,68,55,100,88,88
"Student 6080",2016,166,79,"Hindi",78,58,75,56,92,73,68,94
"Student 6081",2016,167,50,"Spanish",89,59,76,67,79,64,66,57
"Student 6082",2016,174,84,"German",80,97,68,54,100,76,84,80
"Student 6083",2016,176,86,"Hindi",78,69,82,71,72,51,85,53
"Student 6084",2016,174,68,"French",66,54,66,61,61,64,80,52
"Student 6085",2016,176,81,"Hindi",57,47,74,62,76,91,73,62
"Student 6086",2016,174,84,"German",66,60,72,61,84,70,75,52
"Student 6087",2016,168,66,"Spanish",79,66,67,67,72,77,72,76
"Student 6088",2016,170,54,"German",79,72,77,70,62,61,85,58
"Student 6089",2016,172,84,"French",78,84,75,69,81,89,87,75
"Student 6090",2016,173,69,"Hindi",55,57,69,58,69,76,65,75
"Student 6091",2016,171,62,"Spanish",66,47,72,56,83,79,81,69
"Student 6092",2016,174,66,"Spanish",69,56,69,77,80,79,72,76
"Student 6093",2016,167,63,"French",59,50,70,73,63,98,80,66
"Student 6094",2016,173,78,"German",76,71,75,74,74,100,77,80
"Student 6095",2016,173,73,"Hindi",61,72,66,83,50,76,62,62
"Student 6096",2016,170,71,"German",68,46,69,49,95,76,87,90
"Student 6097",2016,169,84,"Hindi",69,67,61,86,64,68,65,58
"Student 6098",2016,172,57,"Hindi",78,63,63,78,81,79,80,52
"Student 6099",2016,169,65,"Hindi",52,62,74,74,82,65,71,71
"Student 6100",2016,168,69,"Spanish",78,60,69,68,56,62,96,94
"Student 6101",2016,179,90,"Hindi",83,96,75,71,58,62,71,41
"Student 6102",2016,174,73,"Hindi",88,69,68,54,98,67,76,63
"Student 6103",2016,177,77,"Spanish",61,47,52,71,68,91,74,73
"Student 6104",2016,167,74,"Spanish",75,36,77,67,61,79,88,60
"Student 6105",2016,168,66,"Spanish",86,51,64,79,85,58,72,75
"Student 6106",2016,176,81,"French",60,98,77,55,54,77,94,52
"Student 6107",2016,172,76,"Hindi",75,79,71,63,77,75,62,34
"Student 6108",2016,168,66,"German",60,57,72,56,65,79,80,47
"Student 6109",2016,171,74,"Hindi",70,66,57,76,78,71,77,67
"Student 6110",2016,178,98,"Spanish",67,71,60,64,82,81,70,70
"Student 6111",2016,169,53,"Spanish",69,69,66,74,58,73,83,48
"Student 6112",2016,176,71,"Spanish",76,93,78,79,47,80,55,73
"Student 6113",2016,172,68,"Spanish",61,53,76,67,65,94,92,84
"Student 6114",2016,175,85,"Hindi",74,38,74,68,82,77,66,60
"Student 6115",2016,178,84,"Spanish",64,60,65,67,72,81,64,62
"Student 6116",2016,176,75,"Spanish",83,54,66,75,60,81,86,84
"Student 6117",2016,172,78,"Hindi",89,65,66,56,77,78,65,85
"Student 6118",2016,180,77,"Spanish",86,83,68,59,68,64,70,52
"Student 6119",2016,178,90,"German",78,76,63,68,64,82,60,74
"Student 6120",2016,170,71,"Hindi",82,91,72,79,98,86,72,50
"Student 6121",2016,165,55,"Spanish",74,100,68,51,74,79,70,57
"Student 6122",2016,166,72,"French",76,73,75,64,76,79,64,76
"Student 6123",2016,166,38,"Hindi",59,69,78,65,77,60,62,78
"Student 6124",2016,173,79,"Hindi",80,71,84,69,63,91,70,93
"Student 6125",2016,174,64,"German",77,72,62,63,82,86,71,78
"Student 6126",2016,176,60,"Spanish",70,56,65,87,56,64,80,62
"Student 6127",2016,170,93,"Spanish",70,89,65,66,89,72,76,72
"Student 6128",2016,174,59,"Spanish",65,100,67,60,90,93,79,72
"Student 6129",2016,170,79,"Hindi",69,67,61,64,94,81,85,61
"Student 6130",2016,169,86,"Hindi",66,61,71,73,80,47,78,94
"Student 6131",2016,177,77,"German",60,29,83,67,80,55,83,57
"Student 6132",2016,172,77,"Spanish",67,73,76,77,77,58,77,62
"Student 6133",2016,177,77,"Spanish",66,94,67,76,58,74,80,74
"Student 6134",2016,181,83,"French",63,86,67,67,100,74,69,72
"Student 6135",2016,163,81,"Hindi",89,69,74,72,71,75,80,79
"Student 6136",2016,171,61,"Hindi",74,64,66,73,74,68,75,83
"Student 6137",2016,168,61,"Spanish",70,65,70,61,88,57,79,70
"Student 6138",2016,174,69,"German",84,63,87,66,82,74,80,81
"Student 6139",2016,178,91,"German",69,54,77,69,58,86,81,70
"Student 6140",2016,173,65,"Spanish",74,51,77,66,85,81,68,64
"Student 6141",2016,177,72,"German",71,99,58,71,58,89,82,53
"Student 6142",2016,174,63,"French",69,86,59,67,96,68,77,94
"Student 6143",2016,181,85,"French",81,90,59,78,77,68,82,51
"Student 6144",2016,168,58,"Hindi",90,83,75,54,85,49,68,40
"Student 6145",2016,163,42,"French",61,56,73,68,80,85,65,70
"Student 6146",2016,167,67,"Hindi",64,64,81,72,72,92,82,40
"Student 6147",2016,169,72,"German",78,83,64,76,69,84,70,85
"Student 6148",2016,172,74,"French",71,74,71,71,73,60,89,78
"Student 6149",2016,174,65,"Spanish",90,94,67,64,71,66,76,75
"Student 6150",2016,169,70,"German",91,62,56,81,64,90,58,83
"Student 6151",2016,174,68,"Hindi",77,80,66,69,71,87,73,65
"Student 6152",2016,169,66,"French",56,35,64,69,100,63,87,85
"Student 6153",2016,166,68,"Spanish",68,63,52,68,67,49,86,56
"Student 6154",2016,169,51,"German",81,46,65,53,79,61,71,51
"Student 6155",2016,172,76,"Hindi",70,71,65,73,100,79,65,78
"Student 6156",2016,169,61,"Spanish",68,60,75,69,97,82,76,71
"Student 6157",2016,181,76,"Hindi",44,73,81,71,75,86,69,49
"Student 6158",2016,178,72,"Spanish",70,85,68,64,93,75,65,52
"Student 6159",2016,175,81,"Spanish",78,78,72,68,90,76,61,62
"Student 6160",2016,178,74,"Spanish",83,75,71,67,67,66,78,70
"Student 6161",2016,174,74,"Spanish",80,65,63,61,67,82,71,92
"Student 6162",2016,174,78,"French",68,80,66,70,98,69,84,69
"Student 6163",2016,169,60,"German",81,86,68,82,72,79,90,85
"Student 6164",2016,176,79,"Hindi",63,68,57,63,65,74,70,36
"Student 6165",2016,172,64,"Hindi",68,93,61,58,85,92,69,66
"Student 6166",2016,164,60,"German",69,63,68,71,81,100,70,86
"Student 6167",2016,173,59,"French",69,75,66,71,69,85,73,72
"Student 6168",2016,171,72,"Hindi",70,84,61,73,77,53,54,68
"Student 6169",2016,168,60,"Hindi",83,69,71,75,98,68,76,94
"Student 6170",2016,161,76,"Hindi",73,85,83,69,86,78,60,78
"Student 6171",2016,170,80,"German",65,82,70,73,83,79,78,94
"Student 6172",2016,164,69,"Spanish",77,71,75,73,77,86,74,67
"Student 6173",2016,174,63,"French",38,82,68,70,83,40,71,70
"Student 6174",2016,173,85,"Hindi",67,71,75,53,78,78,100,38
"Student 6175",2016,178,94,"Hindi",74,79,73,68,77,72,85,76
"Student 6176",2016,164,73,"Spanish",74,91,82,69,73,75,92,65
"Student 6177",2016,178,97,"Hindi",73,73,67,72,99,78,86,44
"Student 6178",2016,169,55,"Hindi",68,94,74,80,76,76,78,66
"Student 6179",2016,175,76,"Hindi",77,69,72,62,65,62,80,83
"Student 6180",2016,171,62,"Hindi",87,50,47,73,85,69,89,71
"Student 6181",2016,178,79,"French",60,92,70,80,97,83,81,77
"Student 6182",2016,168,71,"French",79,58,65,57,72,63,69,72
"Student 6183",2016,177,57,"French",70,71,78,77,75,85,58,74
"Student 6184",2016,172,73,"German",60,88,73,79,63,87,72,87
"Student 6185",2016,171,57,"French",62,73,78,78,86,82,92,73
"Student 6186",2016,176,64,"Hindi",65,81,90,73,72,71,57,70
"Student 6187",2016,167,81,"Spanish",76,69,67,73,71,88,88,68
"Student 6188",2016,169,80,"Spanish",76,70,69,70,79,83,89,60
"Student 6189",2016,171,65,"Hindi",73,71,76,60,76,89,81,79
"Student 6190",2016,169,77,"French",66,54,87,73,94,81,77,82
"Student 6191",2016,169,73,"German",78,86,68,69,84,83,71,77
"Student 6192",2016,183,92,"Hindi",91,49,70,69,81,91,72,63
"Student 6193",2016,182,67,"Hindi",39,82,74,73,85,72,83,64
"Student 6194",2016,168,65,"Hindi",48,89,67,68,62,59,61,55
"Student 6195",2016,170,73,"Hindi",61,71,68,62,40,80,80,75
"Student 6196",2016,173,71,"German",79,99,65,70,57,74,73,84
"Student 6197",2016,174,73,"German",65,82,69,66,79,70,77,72
"Student 6198",2016,168,64,"German",89,69,72,59,65,69,83,61
"Student 6199",2016,181,87,"German",57,64,68,83,91,70,92,77
"Student 6200",2016,177,76,"Hindi",60,62,83,78,65,68,77,58
"Student 6201",2016,172,87,"German",52,70,71,66,73,94,69,55
"Student 6202",2016,166,65,"Hindi",65,63,63,65,77,71,83,83
"Student 6203",2016,174,46,"Hindi",71,65,68,67,46,81,90,55
"Student 6204",2016,180,66,"German",61,61,71,67,100,86,74,59
"Student 6205",2016,174,67,"German",61,53,65,74,63,90,87,72
"Student 6206",2016,171,76,"German",67,73,78,62,45,79,90,82
"Student 6207",2016,172,58,"German",86,77,72,63,78,76,75,57
"Student 6208",2016,168,47,"Hindi",72,54,70,74,75,54,62,72
"Student 6209",2016,166,82,"German",70,58,74,80,72,77,70,38
"Student 6210",2016,172,61,"German",65,43,82,73,66,74,60,42
"Student 6211",2016,175,93,"French",91,77,56,67,60,68,94,56
"Student 6212",2016,167,58,"Hindi",78,52,66,64,85,90,74,69
"Student 6213",2016,170,74,"Spanish",71,94,72,68,66,64,67,53
"Student 6214",2016,174,65,"German",60,74,61,58,79,66,52,65
"Student 6215",2016,167,53,"Hindi",68,71,66,63,78,58,86,48
"Student 6216",2016,160,43,"Spanish",66,54,71,72,57,72,67,50
"Student 6217",2016,179,96,"Spanish",63,76,62,47,61,93,72,46
"Student 6218",2016,174,75,"Hindi",68,43,77,63,57,78,71,62
"Student 6219",2016,169,67,"Spanish",61,56,67,76,69,85,78,40
"Student 6220",2016,169,70,"Hindi",70,73,65,70,75,86,63,49
"Student 6221",2016,178,79,"German",75,67,57,63,68,74,99,63
"Student 6222",2016,177,73,"Spanish",52,84,70,58,77,68,78,73
"Student 6223",2016,178,73,"French",60,67,73,75,82,77,54,70
"Student 6224",2016,172,76,"French",51,71,57,81,79,75,86,42
"Student 6225",2016,164,62,"Hindi",70,69,57,62,77,68,60,74
"Student 6226",2016,173,91,"Hindi",69,74,62,78,89,74,83,35
"Student 6227",2016,173,72,"German",69,75,78,71,93,81,77,53
"Student 6228",2016,177,81,"Hindi",68,67,65,52,72,67,97,62
"Student 6229",2016,173,73,"Hindi",62,42,57,63,86,68,65,59
"Student 6230",2016,168,86,"Spanish",65,65,65,80,69,84,77,75
"Student 6231",2016,170,72,"German",64,87,58,64,63,87,69,68
"Student 6232",2016,167,71,"Spanish",72,59,75,72,85,70,72,80
"Student 6233",2016,176,72,"Hindi",89,83,75,57,92,82,87,82
"Student 6234",2016,178,79,"German",64,64,60,76,87,66,76,67
"Student 6235",2016,174,65,"Hindi",79,52,74,54,64,88,78,55
"Student 6236",2016,172,87,"German",75,69,65,66,70,64,72,66
"Student 6237",2016,178,90,"German",72,84,78,67,59,66,58,72
"Student 6238",2016,168,60,"Hindi",75,69,78,52,80,79,89,71
"Student 6239",2016,170,80,"German",60,81,70,62,86,70,51,63
"Student 6240",2016,174,78,"Hindi",68,100,67,57,89,69,71,73
"Student 6241",2016,170,56,"Hindi",75,74,56,79,74,78,79,88
"Student 6242",2016,180,79,"Spanish",90,90,62,68,77,81,64,68
"Student 6243",2016,174,58,"Hindi",85,63,74,69,78,73,87,68
"Student 6244",2016,169,70,"Hindi",67,74,61,74,71,71,85,42
"Student 6245",2016,178,89,"Spanish",70,98,73,65,73,59,80,52
"Student 6246",2016,178,78,"Spanish",59,60,72,65,72,66,91,57
"Student 6247",2016,169,65,"Spanish",82,99,60,74,81,82,65,52
"Student 6248",2016,176,84,"French",84,67,71,63,74,64,80,22
"Student 6249",2016,175,102,"Hindi",59,61,70,74,57,74,79,52
"Student 6250",2016,168,78,"Hindi",76,100,67,52,64,70,60,51
"Student 6251",2016,173,58,"Hindi",65,74,61,80,82,88,83,67
"Student 6252",2016,177,89,"French",71,43,85,82,76,89,72,82
"Student 6253",2016,182,92,"Spanish",58,47,58,63,81,88,66,64
"Student 6254",2016,179,63,"Spanish",82,82,57,69,70,67,83,67
"Student 6255",2016,173,84,"French",78,66,82,77,66,75,66,55
"Student 6256",2016,186,89,"French",64,52,59,62,82,76,82,70
"Student 6257",2016,170,68,"Spanish",76,57,73,73,68,78,69,56
"Student 6258",2016,170,80,"Hindi",69,65,64,50,75,83,90,43
"Student 6259",2016,168,87,"Hindi",68,57,66,62,78,100,73,58
"Student 6260",2016,176,74,"French",85,79,73,50,68,69,52,61
"Student 6261",2016,173,85,"Spanish",61,46,74,55,67,83,94,75
"Student 6262",2016,174,77,"Hindi",74,81,84,68,72,65,76,52
"Student 6263",2016,176,71,"German",51,91,75,57,77,69,80,67
"Student 6264",2016,168,71,"Hindi",86,100,57,79,67,69,68,65
"Student 6265",2016,174,65,"Hindi",79,57,83,52,70,73,68,89
"Student 6266",2016,179,89,"German",65,87,69,73,63,80,68,32
"Student 6267",2016,173,62,"French",62,59,66,76,82,68,82,65
"Student 6268",2016,172,76,"French",85,81,80,69,79,92,70,80
"Student 6269",2016,171,78,"Hindi",82,91,68,64,78,87,76,62
"Student 6270",2016,178,60,"Hindi",73,60,68,53,87,71,88,70
"Student 6271",2016,174,85,"Hindi",66,63,80,71,57,77,60,62
"Student 6272",2016,172,81,"Spanish",57,60,62,66,77,67,78,52
"Student 6273",2016,174,70,"German",79,67,78,67,87,73,69,72
"Student 6274",2016,177,101,"Hindi",89,56,70,77,53,77,86,68
"Student 6275",2016,164,58,"German",80,90,76,82,65,70,68,58
"Student 6276",2016,170,80,"German",75,59,61,74,70,69,84,86
"Student 6277",2016,162,58,"French",86,76,55,76,75,76,72,71
"Student 6278",2016,178,93,"Hindi",77,84,76,62,79,72,67,55
"Student 6279",2016,175,78,"Spanish",67,96,66,50,75,77,73,54
"Student 6280",2016,167,68,"French",70,82,74,74,66,90,90,44
"Student 6281",2016,174,74,"Hindi",64,74,65,81,100,89,74,87
"Student 6282",2016,171,54,"Spanish",90,59,64,65,70,71,69,73
"Student 6283",2016,172,65,"Hindi",73,83,66,59,79,75,77,82
"Student 6284",2016,180,61,"Hindi",91,68,58,70,88,55,87,59
"Student 6285",2016,173,72,"French",71,65,77,67,82,71,71,50
"Student 6286",2016,168,70,"Hindi",69,61,84,60,83,81,78,86
"Student 6287",2016,169,65,"French",81,73,78,81,81,71,77,71
"Student 6288",2016,170,78,"German",64,40,60,73,100,75,75,57
"Student 6289",2016,173,77,"German",75,62,73,79,74,79,64,50
"Student 6290",2016,175,66,"Hindi",78,73,80,68,84,85,72,64
"Student 6291",2016,161,59,"French",66,70,62,68,82,63,74,41
"Student 6292",2016,171,69,"French",75,67,77,64,75,81,89,51
"Student 6293",2016,172,88,"Hindi",73,43,77,61,72,73,55,52
"Student 6294",2016,173,81,"Hindi",76,74,66,66,69,75,74,69
"Student 6295",2016,182,80,"French",71,73,86,71,80,66,88,38
"Student 6296",2016,169,62,"Hindi",73,80,69,81,67,75,83,50
"Student 6297",2016,171,88,"German",72,78,65,77,70,67,73,93
"Student 6298",2016,173,70,"German",55,84,86,76,71,78,75,77
"Student 6299",2016,171,73,"French",78,63,76,75,90,79,82,69
"Student 6300",2016,167,43,"German",59,90,79,62,60,83,61,60
"Student 6301",2016,173,62,"Hindi",63,100,80,71,94,83,90,63
"Student 6302",2016,168,62,"Hindi",70,70,65,67,70,65,63,61
"Student 6303",2016,171,79,"German",67,46,71,70,79,81,77,60
